PERSON_AGE,VEHICLE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,PERSON_ID,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
25.0,19973415.0,4420310.0,25/05/2021,05:00,Head,None,F,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,459415dc-05e0-4d3e-a861-eda5b4e14d75,,Driver,Driver,,Killed
69.0,0.0,4420918.0,25/05/2021,22:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,None Visible,Conscious,6504ea0a-c92d-444c-8127-284943be9aac,Unspecified,,Pedestrian,"Crossing, No Signal, Marked Crosswalk",Killed
34.0,0.0,4420435.0,26/05/2021,00:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Severe Bleeding,Apparent Death,defc5502-132b-44e4-9e71-9efa91a0e4b7,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Unknown,Killed
39.0,0.0,4422372.0,28/05/2021,13:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Apparent Death,adc94489-d2c3-40a5-928a-ba0f7aaf6898,Unspecified,,Pedestrian,Crossing With Signal,Killed
54.0,0.0,4421901.0,28/05/2021,20:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Unconscious,d6b11c1c-983f-4964-ba25-a3a6d579df78,Unspecified,,Pedestrian,Unknown,Killed
38.0,20000982.0,4421887.0,28/05/2021,20:00,Entire Body,None,M,Other Motorized,,,Ejected,Complaint of Pain or Nausea,Conscious,3d5eab40-603e-458f-a636-8a99accd0bb1,,Driver,Driver,,Killed
0.0,0.0,4421897.0,30/05/2021,04:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,650b5bb5-421d-4671-966a-09eb9445ea1d,Unspecified,,Pedestrian,Riding/Walking Along Highway With Traffic,Killed
38.0,19959792.0,4422371.0,30/05/2021,19:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,02ee6f22-9db3-4bc7-8fef-d0c8fa62895c,,Driver,Driver,,Killed
70.0,0.0,4422373.0,31/05/2021,22:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,66629019-064e-411b-80d0-3f8d791466d2,Unspecified,,Pedestrian,Unknown,Killed
40.0,20036618.0,4422826.0,01/06/2021,06:00,Unknown,Unknown,M,Occupant,,,Not Ejected,Unknown,Apparent Death,3726aa18-993e-4821-81f3-7f30ab53c07e,,Driver,Driver,,Killed
44.0,0.0,4423067.0,01/06/2021,08:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Crush Injuries,Apparent Death,32f13fda-f72b-4267-97f3-93887b61f09c,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, Marked Crosswalk",Killed
65.0,0.0,4425001.0,04/06/2021,18:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Unconscious,8d6ea840-3042-4fe3-87d3-f189cbcef17a,Unspecified,,Pedestrian,Crossing With Signal,Killed
16.0,20016603.0,4423679.0,04/06/2021,21:00,Head,None,M,Bicyclist,,,Ejected,Internal,Unconscious,538fb0e5-2b64-4c1f-85b5-e4da7936b09e,,Driver,Driver,,Killed
36.0,19975002.0,4426253.0,10/06/2021,06:00,Abdomen - Pelvis,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Severe Lacerations,Apparent Death,7eb48526-10ff-4ace-8b87-13962b0bd3aa,,Driver,Driver,,Killed
27.0,19996811.0,4426262.0,10/06/2021,08:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,fe9a8394-5da6-499a-8f07-01f24bbcca7d,,Driver,Driver,,Killed
18.0,19990945.0,4426256.0,10/06/2021,23:00,Head,None,M,Occupant,,,Not Ejected,Severe Lacerations,Unconscious,7a0c5fd1-49b7-4fac-ad60-d8f83503629a,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Killed
56.0,20030324.0,4443102.0,11/06/2021,12:00,Head,None,F,Bicyclist,,,Ejected,Unknown,Unconscious,972c3019-4066-4760-87f6-7d1a197ed6fb,,Driver,Driver,,Killed
57.0,0.0,4426252.0,12/06/2021,03:00,Chest,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,9b6c86a3-ca58-40d1-bfbe-3397e1c4096c,Unspecified,,Pedestrian,Unknown,Killed
57.0,20077708.0,4427132.0,12/06/2021,16:00,Unknown,Lap Belt & Harness,M,Occupant,,,Not Ejected,Unknown,Apparent Death,809fd7af-1844-48a8-ad2e-f3b4ae1c0867,,Driver,Driver,,Killed
53.0,20006251.0,4426623.0,13/06/2021,03:00,Head,Lap Belt & Harness,M,Occupant,,,Not Ejected,Internal,Unconscious,24d9018a-bc19-4512-b7ff-226e0c8ed473,,Driver,Driver,,Killed
47.0,20016563.0,4432163.0,13/06/2021,03:00,Entire Body,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,35b672c6-b651-4000-bdee-5dfea84c16b2,,Driver,Driver,,Killed
52.0,0.0,4427548.0,15/06/2021,03:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Severe Bleeding,Apparent Death,bcc7ef6f-0aa6-4cba-815a-e751d92e93d4,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Crossing Against Signal,Killed
31.0,20005608.0,4427753.0,16/06/2021,01:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Not Ejected,Internal,Unconscious,d8eb6635-b3dc-4780-8673-9b90e4debc3a,,Driver,Driver,,Killed
91.0,0.0,4428465.0,17/06/2021,08:00,Chest,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Apparent Death,9388e25f-3044-4149-b67b-a97385fb2e76,Unspecified,,Pedestrian,Crossing With Signal,Killed
25.0,19986169.0,4430850.0,18/06/2021,10:00,Entire Body,Helmet (Motorcycle Only),M,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,50a64c69-f3b7-4c54-b9c4-79651fb89301,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Killed
36.0,19986169.0,4430850.0,18/06/2021,10:00,Entire Body,Helmet (Motorcycle Only),M,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,98831db8-cf55-4cda-aee5-f45e6a29158a,,Driver,Driver,,Killed
49.0,19995918.0,4428756.0,18/06/2021,17:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,ea1e8ab9-60da-494e-9f79-2b7f7a359f8a,,Driver,Driver,,Killed
121.0,19929465.0,4428754.0,18/06/2021,23:00,Head,None,M,Bicyclist,,,Ejected,Severe Bleeding,Apparent Death,9bd4feae-1b4f-4bf2-8bec-cfef520c0f34,,Driver,Driver,,Killed
25.0,19983427.0,4430829.0,19/06/2021,19:00,Head,None,M,Other Motorized,,,Ejected,Severe Bleeding,Apparent Death,8820e911-a0e7-492b-b8f5-84a9cf4143c6,,Driver,Driver,,Killed
37.0,19946941.0,4429676.0,20/06/2021,23:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,4974e696-5728-4c17-8b08-6d4feab67fad,,Driver,Driver,,Killed
58.0,0.0,4430479.0,24/06/2021,10:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Apparent Death,e17c92ad-5dbd-4151-90c7-fec9e4636743,Unspecified,,Pedestrian,Unknown,Killed
32.0,20051231.0,4434120.0,28/06/2021,07:00,Entire Body,Helmet (Motorcycle Only),M,Occupant,,,Not Ejected,Internal,Conscious,8d89e026-6200-4ced-a6e2-cea1b64c2a74,,Driver,Driver,,Killed
23.0,20008986.0,4432786.0,28/06/2021,19:00,Head,None,M,Occupant,,,Not Ejected,Internal,Apparent Death,5abcbbc7-05b7-4b6e-bffd-c256fc53cff3,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Killed
77.0,20012611.0,4432515.0,29/06/2021,00:00,Entire Body,Air Bag Deployed/Lap Belt/Harness,F,Occupant,,,Trapped,Internal,Apparent Death,538e8e04-68b5-418e-991e-561107b15e1a,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Killed
71.0,19949758.0,4433548.0,29/06/2021,17:00,Head,Unknown,M,Bicyclist,,,Not Ejected,Crush Injuries,Apparent Death,cca9eee3-0808-47e4-aa02-59fe2cc2a911,,Driver,Driver,,Killed
67.0,20013106.0,4433274.0,01/07/2021,05:00,Head,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,fd4acc3c-7dae-4bbe-8791-c60ca5a14eac,,Driver,Driver,,Killed
22.0,19972242.0,4433109.0,01/07/2021,06:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,695b8fa5-9bb8-4f86-8856-2796c9f8c57c,,Driver,Driver,,Killed
20.0,20012716.0,4433549.0,03/07/2021,09:00,Entire Body,Unknown,F,Occupant,,,Ejected,Internal,Apparent Death,0aefbe8d-8339-4a6e-ab86-4185d4b10287,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Killed
54.0,0.0,4435313.0,07/07/2021,22:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,16abf5c7-a224-475f-811b-962b82d42a3e,Unspecified,,Pedestrian,Crossing Against Signal,Killed
42.0,20013939.0,4435311.0,08/07/2021,01:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,157d98a4-507a-4dba-8767-f1f27d9283c6,,Driver,Driver,,Killed
24.0,20060359.0,4456653.0,08/07/2021,22:00,Head,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,5a6accc5-b93a-44e4-9bc0-661f34b4f301,,Driver,Driver,,Killed
67.0,0.0,4456659.0,09/07/2021,00:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,86c9b176-d96d-4f5a-8a0a-ef09b3e76f9f,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
46.0,0.0,4443281.0,09/07/2021,18:00,Abdomen - Pelvis,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,be5f16d6-4ded-4ffa-a08a-72da65490804,Unspecified,,Pedestrian,Not in Roadway,Killed
52.0,20098423.0,4437506.0,10/07/2021,08:00,Entire Body,Air Bag Deployed,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Unconscious,c64084ef-ae7c-44f3-9152-f12f4b52e7f5,,Driver,Driver,,Killed
39.0,20025479.0,4435874.0,11/07/2021,14:00,Head,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Trapped,Internal,Unconscious,6aea7366-f32f-47fa-85ad-a7454a8506a4,,Driver,Driver,,Killed
33.0,20016595.0,4436428.0,13/07/2021,03:00,Head,Unknown,F,Occupant,,,Trapped,Severe Lacerations,Apparent Death,fafa326a-9bc9-41db-810b-d7e42100925a,,Driver,Driver,,Killed
85.0,0.0,4436976.0,14/07/2021,13:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,3356c2e8-75ad-4f82-91d5-a06cb5b2dd1a,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
70.0,0.0,4446308.0,16/07/2021,08:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Unconscious,febbd8a2-05df-409a-ac59-cca5d1e8412d,Unspecified,,Pedestrian,Not in Roadway,Killed
0.0,20018875.0,4437642.0,17/07/2021,03:00,Entire Body,Unknown,U,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,0a327cd7-5263-4a90-92fc-bbc2c6e9c37a,,Driver,Driver,,Killed
29.0,0.0,4438609.0,18/07/2021,02:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,cec75a5b-1b55-4eb7-bd54-b9940ebc771e,Unspecified,,Pedestrian,Other Actions in Roadway,Killed
34.0,20020600.0,4438604.0,19/07/2021,01:00,Head,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Ejected,Internal,Apparent Death,62ddaa02-777e-49c8-a57d-bca20246aea0,,Driver,Driver,,Killed
32.0,20023134.0,4439478.0,22/07/2021,04:00,Head,None,M,Occupant,,,Not Ejected,Internal,Unconscious,17ffff7f-1928-4412-8c35-4e9c34de53a9,,Driver,Driver,,Killed
27.0,20022909.0,4439505.0,22/07/2021,06:00,Head,None,M,Other Motorized,,,Ejected,Internal,Unconscious,0782407a-0fc5-49f4-8030-fd21e5d9cee7,,Driver,Driver,,Killed
41.0,20023883.0,4439921.0,24/07/2021,02:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,3d3e2e2b-d081-4ccd-a390-2942e992a171,,Driver,Driver,,Killed
10.0,20029168.0,4442158.0,24/07/2021,20:00,Head,Lap Belt & Harness,F,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,517b9aa0-eb75-450f-8d14-5b24751d35c2,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Killed
31.0,20029168.0,4442158.0,24/07/2021,20:00,Entire Body,Lap Belt & Harness,F,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,e6319bd3-7a4a-44b3-891f-da656c4c0afa,,Driver,Driver,,Killed
29.0,20027272.0,4441449.0,26/07/2021,00:00,Chest,Unknown,M,Occupant,,,Not Ejected,Internal,Apparent Death,1f9c61d4-fc91-4fc6-b591-866f9e6ec297,,Driver,Driver,,Killed
52.0,0.0,4440769.0,26/07/2021,00:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,6ed1e436-1e91-4d26-9812-b5f2f8889ee6,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
43.0,0.0,4440770.0,26/07/2021,09:00,Abdomen - Pelvis,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,853cf5cc-3c5b-4dc2-82e4-6f559b3aa605,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
32.0,20027465.0,4441354.0,28/07/2021,04:00,Head,None,M,Occupant,,,Not Ejected,Severe Bleeding,Apparent Death,812da336-eb6e-46ce-918d-97facf1394d3,,Driver,Driver,,Killed
39.0,20033987.0,4444034.0,29/07/2021,10:00,Neck,Helmet/Other (In-Line Skater/Bicyclist),M,Occupant,,,Ejected,Complaint of Pain or Nausea,Conscious,bcc7cbe7-0206-4ed7-8387-d24672b8ff47,,Driver,Driver,,Killed
41.0,0.0,4441729.0,29/07/2021,13:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Fracture - Distorted - Dislocation,Apparent Death,52e82a6c-f688-40c1-b242-bdc2e6d04572,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Crossing Against Signal,Killed
24.0,20037096.0,4442674.0,30/07/2021,23:00,Abdomen - Pelvis,None,M,Bicyclist,,,Ejected,Internal,Unconscious,dd0d128f-16f7-4e22-a7a6-397b5ac9314b,,Driver,Driver,,Killed
48.0,20029825.0,4442678.0,31/07/2021,21:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Amputation,Apparent Death,16bb71f4-7604-4eb7-9d6c-628642f182b7,,Driver,Driver,,Killed
31.0,20053943.0,4442673.0,01/08/2021,02:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,62736c4e-6600-4459-ba60-b879a3211629,,Driver,Driver,,Killed
77.0,20030087.0,4442687.0,01/08/2021,03:00,Entire Body,Unknown,F,Occupant,,,Trapped,Crush Injuries,Apparent Death,70e403d5-2980-4fa7-8e18-5c5d364c56b9,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Killed
57.0,20046707.0,4444048.0,01/08/2021,13:00,Knee-Lower Leg Foot,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Fracture - Distorted - Dislocation,Conscious,92604f69-c07f-44b2-8987-b410c69c7cb5,,Driver,Driver,,Killed
91.0,0.0,4443779.0,03/08/2021,12:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Apparent Death,7efd707e-4e35-4761-b9bf-cb3c99c9d7cc,Unspecified,,Pedestrian,Crossing With Signal,Killed
29.0,20034584.0,4444800.0,05/08/2021,23:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,9e0ddacd-21ff-4408-b862-cc10e8749ef3,,Driver,Driver,,Killed
36.0,0.0,4444798.0,07/08/2021,21:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,79679e10-662f-4c9a-a78e-afebbc2b53d7,Unspecified,,Pedestrian,Unknown,Killed
23.0,20035496.0,4445442.0,08/08/2021,02:00,Entire Body,Helmet (Motorcycle Only),M,Occupant,,,Ejected,None Visible,Apparent Death,b3beca34-32a3-47ba-9032-05c96737d6fa,,Driver,Driver,,Killed
20.0,0.0,4445443.0,09/08/2021,02:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,05790d7f-935b-4523-b86c-90169087368c,Unspecified,,Pedestrian,Not in Roadway,Killed
54.0,0.0,4445446.0,09/08/2021,05:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,58455b90-0373-433c-9031-5ef26bf47121,Unspecified,,Pedestrian,Other Actions in Roadway,Killed
45.0,20036958.0,4445781.0,10/08/2021,13:00,Entire Body,Helmet Only (In-Line Skater/Bicyclist),M,Occupant,,,Ejected,Internal,Apparent Death,7d0e90e0-c6fe-4602-9633-3396e163170a,,Riding/Hanging on Outside,Driver,,Killed
35.0,20040806.0,4447626.0,13/08/2021,10:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,8628b549-fb13-4c7e-8c16-2b81722e96f9,,Driver,Driver,,Killed
29.0,20040624.0,4447625.0,14/08/2021,02:00,Entire Body,None,M,Other Motorized,,,Ejected,Internal,Apparent Death,173ed72a-fbd4-4459-9580-ea781de4df62,,Driver,Driver,,Killed
27.0,20041021.0,4447613.0,15/08/2021,03:00,Entire Body,Air Bag Deployed,M,Occupant,,,Ejected,Internal,Unconscious,e92d5712-2095-44eb-b929-d6c86067d47f,,Driver,Driver,,Killed
90.0,0.0,4448651.0,17/08/2021,20:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Severe Bleeding,Apparent Death,3cc18540-638b-472a-8466-b4a94a88ee27,Unspecified,,Pedestrian,Crossing With Signal,Killed
18.0,20053433.0,4449820.0,21/08/2021,01:00,Entire Body,Air Bag Deployed,F,Occupant,,,Not Ejected,Crush Injuries,Apparent Death,fa3ee448-4760-4f42-a7ee-b5d71c6f8fef,,Driver,Driver,,Killed
23.0,20065283.0,4451296.0,21/08/2021,08:00,Head,None,M,Occupant,,,Ejected,Internal,Unconscious,4ae00572-84ee-445f-97fa-cffb8b915871,,Driver,Driver,,Killed
26.0,20056681.0,4450581.0,24/08/2021,00:00,Head,None,M,Other Motorized,,,Ejected,Internal,Unconscious,c2dd50e4-a673-46a8-8c1c-799bd5b61de5,,Driver,Driver,,Killed
6.0,0.0,4450585.0,24/08/2021,20:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Apparent Death,bcc5ed84-4dfa-4b1d-ac34-4a5942aa45f6,Unspecified,,Pedestrian,Crossing With Signal,Killed
70.0,0.0,4456041.0,24/08/2021,21:00,Entire Body,,F,Pedestrian,Does Not Apply,Unspecified,,Minor Bleeding,Apparent Death,4f686ca9-a517-481c-bed6-7b59e8efd31d,Unspecified,,Pedestrian,Does Not Apply,Killed
52.0,0.0,4450832.0,26/08/2021,16:00,Unknown,,M,Pedestrian,Unknown,Unspecified,,Unknown,Apparent Death,ef2d6a16-95d1-4e2e-92eb-3d476151283e,Unspecified,,Pedestrian,Unknown,Killed
61.0,0.0,4457151.0,27/08/2021,09:00,Back,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Complaint of Pain or Nausea,Conscious,51e0f743-b07c-4945-9e40-fcd4523d24fd,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Crossing Against Signal,Killed
69.0,0.0,4451303.0,27/08/2021,10:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Unconscious,3f5c74aa-bf5b-425c-a1ff-4b7954c1be11,Unspecified,,Pedestrian,Crossing With Signal,Killed
35.0,20049182.0,4451379.0,27/08/2021,17:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,e3025cfd-99a0-49b5-b082-e4087b95e427,,Driver,Driver,,Killed
44.0,0.0,4452540.0,28/08/2021,20:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,ec91e172-bd8c-40ac-9f66-d896f4db7fa9,Unspecified,,Pedestrian,Not in Roadway,Killed
45.0,20066756.0,4452541.0,29/08/2021,03:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,95d5171a-8298-4c2a-8675-143a6e8aed1d,,Driver,Driver,,Killed
21.0,20073342.0,4452542.0,31/08/2021,02:00,Head,Air Bag Deployed,M,Occupant,,,Not Ejected,Internal,Unconscious,9cc0b965-0302-4a4d-940b-c9d540c5a46a,,Driver,Driver,,Killed
43.0,0.0,4452278.0,31/08/2021,05:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Traffic Control Disregarded,,Complaint of Pain or Nausea,Conscious,13f9670b-3bfc-4f40-903b-723b72bcbcbe,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Crossing Against Signal,Killed
62.0,0.0,4453656.0,02/09/2021,10:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,69f1d059-ad1a-41b6-b6b1-0c6d190c865f,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
52.0,20083400.0,4453643.0,04/09/2021,14:00,Entire Body,Unknown,M,Occupant,,,Not Ejected,Internal,Unconscious,f1d8ec06-018d-430c-8aef-ebe60e47d2a7,,Driver,Driver,,Killed
42.0,20064392.0,4454052.0,05/09/2021,03:00,Unknown,Lap Belt & Harness,M,Occupant,,,Not Ejected,Unknown,Unknown,0e7b4110-400e-46a2-8db2-69c43535b6ff,,Driver,Driver,,Killed
19.0,20074957.0,4454785.0,07/09/2021,01:00,Unknown,None,M,Occupant,,,Not Ejected,Unknown,Apparent Death,a9f30773-538f-4250-9430-1062faff2dda,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Killed
48.0,20057078.0,4454987.0,07/09/2021,19:00,Entire Body,None,M,Occupant,,,Ejected,Internal,Unconscious,eb2a1d5a-0e16-473d-ba52-8612aab96f6b,,Driver,Driver,,Killed
68.0,0.0,4455073.0,07/09/2021,20:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,07a4bafc-64c0-4ca3-af44-f175bbc6518d,Unspecified,,Pedestrian,"Crossing, No Signal, Marked Crosswalk",Killed
26.0,20068627.0,4455733.0,10/09/2021,17:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Crush Injuries,Unconscious,45cc5c5c-45e3-4a30-a717-72c67ade80e4,,Riding/Hanging on Outside,Driver,,Killed
28.0,20063710.0,4457900.0,11/09/2021,01:00,Head,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,8883cc91-5f14-4135-95e5-403bd61c0cf7,,Driver,Driver,,Killed
19.0,20062607.0,4457192.0,11/09/2021,03:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,e18e40f6-4a5f-40d8-9b02-360b418cdbf2,,Driver,Driver,,Killed
73.0,0.0,4456872.0,11/09/2021,08:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Unconscious,0db0f04c-515f-4198-99f4-3170d7684bc3,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
56.0,20064678.0,4458131.0,11/09/2021,09:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,a79ea413-5849-41ce-8b75-79399b422e23,,Driver,Driver,,Killed
0.0,0.0,4457191.0,11/09/2021,18:00,Entire Body,,F,Pedestrian,Does Not Apply,Unspecified,,Crush Injuries,Apparent Death,11542717-c700-4fa5-b224-e9b3af7377b6,Unspecified,,Pedestrian,Not in Roadway,Killed
70.0,20082152.0,4458446.0,18/09/2021,10:00,Head,Lap Belt & Harness,M,Occupant,,,Not Ejected,Internal,Apparent Death,28677326-c694-4e71-827b-5f8515201ee5,,Driver,Driver,,Killed
22.0,20065679.0,4458952.0,19/09/2021,23:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,0865616a-a487-43f3-ae76-8aca26972298,,Driver,Driver,,Killed
72.0,20078753.0,4459180.0,20/09/2021,10:00,Unknown,Unknown,M,Occupant,,,Not Ejected,Unknown,Unconscious,408c4ea6-0878-4394-8ff8-15d8701a8f89,,Driver,Driver,,Killed
34.0,20095966.0,4460303.0,21/09/2021,10:00,Entire Body,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,4d6f1cbf-37da-48f3-8386-8cb62d402a9b,,Driver,Driver,,Killed
23.0,20082973.0,4461288.0,25/09/2021,06:00,Head,None,M,Occupant,,,Ejected,Internal,Unconscious,187ad278-10e7-4560-b980-8c99e0b09270,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Killed
44.0,20071922.0,4461286.0,25/09/2021,22:00,Head,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,e2c50bde-eac6-42d5-9b41-53f505a36ceb,,Driver,Driver,,Killed
